date,capacity,price,product
28.04.2022,4,99,Red Plus
28.04.2022,6,161,Red Plus
28.04.2022,8,237,Red Plus
28.04.2022,10,282,Red Plus
28.04.2022,12,309,Red Plus
28.04.2022,14,379,Red Plus
29.04.2022,4,94.50,IronWolf
29.04.2022,6,166,IronWolf
29.04.2022,8,220,IronWolf
29.04.2022,10,276,IronWolf
29.04.2022,12,329,IronWolf
29.04.2022,16,,IronWolf
29.04.2022,4,99,Red Plus
29.04.2022,6,161,Red Plus
29.04.2022,8,230,Red Plus
29.04.2022,10,282,Red Plus
29.04.2022,12,309,Red Plus
29.04.2022,14,379,Red Plus
30.04.2022,4,94.50,IronWolf
30.04.2022,6,158,IronWolf
30.04.2022,8,220,IronWolf
30.04.2022,10,276,IronWolf
30.04.2022,12,329,IronWolf
30.04.2022,16,,IronWolf
30.04.2022,4,99,Red Plus
30.04.2022,6,161,Red Plus
30.04.2022,8,222,Red Plus
30.04.2022,10,282,Red Plus
30.04.2022,12,309,Red Plus
30.04.2022,14,379,Red Plus
01.05.2022,4,94.50,IronWolf
01.05.2022,6,158,IronWolf
01.05.2022,8,218,IronWolf
01.05.2022,10,276,IronWolf
01.05.2022,12,329,IronWolf
01.05.2022,16,,IronWolf
01.05.2022,4,99,Red Plus
01.05.2022,6,161,Red Plus
01.05.2022,8,221,Red Plus
01.05.2022,10,282,Red Plus
01.05.2022,12,309,Red Plus
01.05.2022,14,379,Red Plus
02.05.2022,4,94.50,IronWolf
02.05.2022,6,158,IronWolf
02.05.2022,8,218,IronWolf
02.05.2022,10,276,IronWolf
02.05.2022,12,329,IronWolf
02.05.2022,16,,IronWolf
02.05.2022,4,99,Red Plus
02.05.2022,6,161,Red Plus
02.05.2022,8,221,Red Plus
02.05.2022,10,282,Red Plus
02.05.2022,12,309,Red Plus
02.05.2022,14,379,Red Plus
03.05.2022,4,94.50,IronWolf
03.05.2022,6,158,IronWolf
03.05.2022,8,210,IronWolf
03.05.2022,10,276,IronWolf
03.05.2022,12,329,IronWolf
03.05.2022,16,,IronWolf
03.05.2022,4,99,Red Plus
03.05.2022,6,161,Red Plus
03.05.2022,8,221,Red Plus
03.05.2022,10,260,Red Plus
03.05.2022,12,309,Red Plus
03.05.2022,14,379,Red Plus
04.05.2022,4,97,IronWolf
04.05.2022,6,163,IronWolf
04.05.2022,8,219,IronWolf
04.05.2022,10,276,IronWolf
04.05.2022,12,329,IronWolf
04.05.2022,16,,IronWolf
04.05.2022,4,99,Red Plus
04.05.2022,6,161,Red Plus
04.05.2022,8,219,Red Plus
04.05.2022,10,261,Red Plus
04.05.2022,12,309,Red Plus
04.05.2022,14,379,Red Plus
05.05.2022,4,97,IronWolf
05.05.2022,6,163,IronWolf
05.05.2022,8,219,IronWolf
05.05.2022,10,276,IronWolf
05.05.2022,12,329,IronWolf
05.05.2022,16,,IronWolf
05.05.2022,4,99,Red Plus
05.05.2022,6,161,Red Plus
05.05.2022,8,211,Red Plus
05.05.2022,10,266,Red Plus
05.05.2022,12,309,Red Plus
05.05.2022,14,379,Red Plus
06.05.2022,4,97,IronWolf
06.05.2022,6,163,IronWolf
06.05.2022,8,219,IronWolf
06.05.2022,10,276,IronWolf
06.05.2022,12,329,IronWolf
06.05.2022,16,,IronWolf
06.05.2022,4,99,Red Plus
06.05.2022,6,161,Red Plus
06.05.2022,8,211,Red Plus
06.05.2022,10,266,Red Plus
06.05.2022,12,309,Red Plus
06.05.2022,14,379,Red Plus
07.05.2022,4,97,IronWolf
07.05.2022,6,163,IronWolf
07.05.2022,8,219,IronWolf
07.05.2022,10,276,IronWolf
07.05.2022,12,329,IronWolf
07.05.2022,16,,IronWolf
07.05.2022,4,99,Red Plus
07.05.2022,6,161,Red Plus
07.05.2022,8,213,Red Plus
07.05.2022,10,266,Red Plus
07.05.2022,12,309,Red Plus
07.05.2022,14,379,Red Plus
08.05.2022,4,97,IronWolf
08.05.2022,6,163,IronWolf
08.05.2022,8,219,IronWolf
08.05.2022,10,276,IronWolf
08.05.2022,12,329,IronWolf
08.05.2022,16,,IronWolf
08.05.2022,4,99,Red Plus
08.05.2022,6,161,Red Plus
08.05.2022,8,214,Red Plus
08.05.2022,10,284,Red Plus
08.05.2022,12,309,Red Plus
08.05.2022,14,379,Red Plus
09.05.2022,4,97,IronWolf
09.05.2022,6,163,IronWolf
09.05.2022,8,219,IronWolf
09.05.2022,10,276,IronWolf
09.05.2022,12,329,IronWolf
09.05.2022,16,,IronWolf
09.05.2022,4,99,Red Plus
09.05.2022,6,161,Red Plus
09.05.2022,8,214,Red Plus
09.05.2022,10,284,Red Plus
09.05.2022,12,309,Red Plus
09.05.2022,14,379,Red Plus
10.05.2022,4,97,IronWolf
10.05.2022,6,163,IronWolf
10.05.2022,8,219,IronWolf
10.05.2022,10,276,IronWolf
10.05.2022,12,329,IronWolf
10.05.2022,16,,IronWolf
10.05.2022,4,99,Red Plus
10.05.2022,6,161,Red Plus
10.05.2022,8,214,Red Plus
10.05.2022,10,265,Red Plus
10.05.2022,12,309,Red Plus
10.05.2022,14,379,Red Plus
11.05.2022,4,97,IronWolf
11.05.2022,6,163,IronWolf
11.05.2022,8,219,IronWolf
11.05.2022,10,276,IronWolf
11.05.2022,12,329,IronWolf
11.05.2022,16,,IronWolf
11.05.2022,4,99,Red Plus
11.05.2022,6,161,Red Plus
11.05.2022,8,214,Red Plus
11.05.2022,10,266,Red Plus
11.05.2022,12,309,Red Plus
11.05.2022,14,379,Red Plus
12.05.2022,4,97,IronWolf
12.05.2022,6,163,IronWolf
12.05.2022,8,219,IronWolf
12.05.2022,10,276,IronWolf
12.05.2022,12,329,IronWolf
12.05.2022,16,,IronWolf
12.05.2022,4,99,Red Plus
12.05.2022,6,161,Red Plus
12.05.2022,8,215,Red Plus
12.05.2022,10,266,Red Plus
12.05.2022,12,309,Red Plus
12.05.2022,14,379,Red Plus
13.05.2022,4,97,IronWolf
13.05.2022,6,163,IronWolf
13.05.2022,8,219,IronWolf
13.05.2022,10,276,IronWolf
13.05.2022,12,329,IronWolf
13.05.2022,16,,IronWolf
13.05.2022,4,99,Red Plus
13.05.2022,6,161,Red Plus
13.05.2022,8,214,Red Plus
13.05.2022,10,266,Red Plus
13.05.2022,12,309,Red Plus
13.05.2022,14,379,Red Plus
14.05.2022,4,97,IronWolf
14.05.2022,6,163,IronWolf
14.05.2022,8,219,IronWolf
14.05.2022,10,276,IronWolf
14.05.2022,12,329,IronWolf
14.05.2022,16,,IronWolf
14.05.2022,4,99,Red Plus
14.05.2022,6,161,Red Plus
14.05.2022,8,213,Red Plus
14.05.2022,10,264,Red Plus
14.05.2022,12,309,Red Plus
14.05.2022,14,379,Red Plus
15.05.2022,4,97,IronWolf
15.05.2022,6,163,IronWolf
15.05.2022,8,219,IronWolf
15.05.2022,10,276,IronWolf
15.05.2022,12,329,IronWolf
15.05.2022,16,,IronWolf
15.05.2022,4,99,Red Plus
15.05.2022,6,161,Red Plus
15.05.2022,8,213,Red Plus
15.05.2022,10,264,Red Plus
15.05.2022,12,309,Red Plus
15.05.2022,14,379,Red Plus
16.05.2022,4,97,IronWolf
16.05.2022,6,163,IronWolf
16.05.2022,8,219,IronWolf
16.05.2022,10,276,IronWolf
16.05.2022,12,329,IronWolf
16.05.2022,16,,IronWolf
16.05.2022,4,99,Red Plus
16.05.2022,6,161,Red Plus
16.05.2022,8,213,Red Plus
16.05.2022,10,264,Red Plus
16.05.2022,12,309,Red Plus
16.05.2022,14,379,Red Plus
17.05.2022,4,97,IronWolf
17.05.2022,6,163,IronWolf
17.05.2022,8,219,IronWolf
17.05.2022,10,276,IronWolf
17.05.2022,12,329,IronWolf
17.05.2022,16,,IronWolf
17.05.2022,4,99,Red Plus
17.05.2022,6,161,Red Plus
17.05.2022,8,213,Red Plus
17.05.2022,10,264,Red Plus
17.05.2022,12,309,Red Plus
17.05.2022,14,379,Red Plus
18.05.2022,4,97,IronWolf
18.05.2022,6,163,IronWolf
18.05.2022,8,219,IronWolf
18.05.2022,10,276,IronWolf
18.05.2022,12,329,IronWolf
18.05.2022,16,,IronWolf
18.05.2022,4,99,Red Plus
18.05.2022,6,163,Red Plus
18.05.2022,8,222,Red Plus
18.05.2022,10,279,Red Plus
18.05.2022,12,319,Red Plus
18.05.2022,14,389,Red Plus
19.05.2022,4,97,IronWolf
19.05.2022,6,163,IronWolf
19.05.2022,8,219,IronWolf
19.05.2022,10,276,IronWolf
19.05.2022,12,329,IronWolf
19.05.2022,16,,IronWolf
19.05.2022,4,99,Red Plus
19.05.2022,6,163,Red Plus
19.05.2022,8,222,Red Plus
19.05.2022,10,279,Red Plus
19.05.2022,12,319,Red Plus
19.05.2022,14,389,Red Plus
20.05.2022,4,97,IronWolf
20.05.2022,6,163,IronWolf
20.05.2022,8,219,IronWolf
20.05.2022,10,276,IronWolf
20.05.2022,12,329,IronWolf
20.05.2022,16,,IronWolf
20.05.2022,4,99,Red Plus
20.05.2022,6,163,Red Plus
20.05.2022,8,222,Red Plus
20.05.2022,10,279,Red Plus
20.05.2022,12,319,Red Plus
20.05.2022,14,389,Red Plus
21.05.2022,4,97,IronWolf
21.05.2022,6,163,IronWolf
21.05.2022,8,219,IronWolf
21.05.2022,10,276,IronWolf
21.05.2022,12,329,IronWolf
21.05.2022,16,,IronWolf
21.05.2022,4,99,Red Plus
21.05.2022,6,163,Red Plus
21.05.2022,8,222,Red Plus
21.05.2022,10,279,Red Plus
21.05.2022,12,319,Red Plus
21.05.2022,14,389,Red Plus
22.05.2022,4,97,IronWolf
22.05.2022,6,163,IronWolf
22.05.2022,8,219,IronWolf
22.05.2022,10,276,IronWolf
22.05.2022,12,329,IronWolf
22.05.2022,16,,IronWolf
22.05.2022,4,99,Red Plus
22.05.2022,6,163,Red Plus
22.05.2022,8,222,Red Plus
22.05.2022,10,279,Red Plus
22.05.2022,12,319,Red Plus
22.05.2022,14,389,Red Plus
23.05.2022,4,97,IronWolf
23.05.2022,6,163,IronWolf
23.05.2022,8,219,IronWolf
23.05.2022,10,276,IronWolf
23.05.2022,12,329,IronWolf
23.05.2022,16,,IronWolf
23.05.2022,4,99,Red Plus
23.05.2022,6,163,Red Plus
23.05.2022,8,222,Red Plus
23.05.2022,10,279,Red Plus
23.05.2022,12,319,Red Plus
23.05.2022,14,389,Red Plus
24.05.2022,4,97,IronWolf
24.05.2022,6,163,IronWolf
24.05.2022,8,219,IronWolf
24.05.2022,10,272,IronWolf
24.05.2022,12,329,IronWolf
24.05.2022,16,,IronWolf
24.05.2022,4,89,Red Plus
24.05.2022,6,144,Red Plus
24.05.2022,8,189,Red Plus
24.05.2022,10,239,Red Plus
24.05.2022,12,285,Red Plus
24.05.2022,14,339,Red Plus
25.05.2022,4,97,IronWolf
25.05.2022,6,163,IronWolf
25.05.2022,8,219,IronWolf
25.05.2022,10,272,IronWolf
25.05.2022,12,329,IronWolf
25.05.2022,16,,IronWolf
25.05.2022,4,89,Red Plus
25.05.2022,6,144,Red Plus
25.05.2022,8,189,Red Plus
25.05.2022,10,239,Red Plus
25.05.2022,12,285,Red Plus
25.05.2022,14,339,Red Plus
26.05.2022,4,97,IronWolf
26.05.2022,6,163,IronWolf
26.05.2022,8,219,IronWolf
26.05.2022,10,272,IronWolf
26.05.2022,12,329,IronWolf
26.05.2022,16,,IronWolf
26.05.2022,4,89,Red Plus
26.05.2022,6,144,Red Plus
26.05.2022,8,222,Red Plus
26.05.2022,10,239,Red Plus
26.05.2022,12,285,Red Plus
26.05.2022,14,339,Red Plus
27.05.2022,4,97,IronWolf
27.05.2022,6,163,IronWolf
27.05.2022,8,219,IronWolf
27.05.2022,10,273,IronWolf
27.05.2022,12,329,IronWolf
27.05.2022,16,,IronWolf
27.05.2022,4,89,Red Plus
27.05.2022,6,144,Red Plus
27.05.2022,8,222,Red Plus
27.05.2022,10,279,Red Plus
27.05.2022,12,285,Red Plus
27.05.2022,14,339,Red Plus
28.05.2022,4,97,IronWolf
28.05.2022,6,163,IronWolf
28.05.2022,8,219,IronWolf
28.05.2022,10,272,IronWolf
28.05.2022,12,329,IronWolf
28.05.2022,16,,IronWolf
28.05.2022,4,89,Red Plus
28.05.2022,6,144,Red Plus
28.05.2022,8,222,Red Plus
28.05.2022,10,279,Red Plus
28.05.2022,12,285,Red Plus
28.05.2022,14,339,Red Plus
29.05.2022,4,97,IronWolf
29.05.2022,6,163,IronWolf
29.05.2022,8,219,IronWolf
29.05.2022,10,272,IronWolf
29.05.2022,12,329,IronWolf
29.05.2022,16,,IronWolf
29.05.2022,4,89,Red Plus
29.05.2022,6,163,Red Plus
29.05.2022,8,222,Red Plus
29.05.2022,10,279,Red Plus
29.05.2022,12,285,Red Plus
29.05.2022,14,339,Red Plus
30.05.2022,4,97,IronWolf
30.05.2022,6,163,IronWolf
30.05.2022,8,219,IronWolf
30.05.2022,10,272,IronWolf
30.05.2022,12,329,IronWolf
30.05.2022,16,,IronWolf
30.05.2022,4,89,Red Plus
30.05.2022,6,163,Red Plus
30.05.2022,8,222,Red Plus
30.05.2022,10,279,Red Plus
30.05.2022,12,319,Red Plus
30.05.2022,14,339,Red Plus
31.05.2022,4,97,IronWolf
31.05.2022,6,163,IronWolf
31.05.2022,8,219,IronWolf
31.05.2022,10,270,IronWolf
31.05.2022,12,329,IronWolf
31.05.2022,16,,IronWolf
31.05.2022,4,89,Red Plus
31.05.2022,6,163,Red Plus
31.05.2022,8,222,Red Plus
31.05.2022,10,279,Red Plus
31.05.2022,12,319,Red Plus
31.05.2022,14,339,Red Plus
01.06.2022,4,97,IronWolf
01.06.2022,6,163,IronWolf
01.06.2022,8,219,IronWolf
01.06.2022,10,273,IronWolf
01.06.2022,12,329,IronWolf
01.06.2022,16,,IronWolf
01.06.2022,4,99,Red Plus
01.06.2022,6,163,Red Plus
01.06.2022,8,222,Red Plus
01.06.2022,10,279,Red Plus
01.06.2022,12,319,Red Plus
01.06.2022,14,339,Red Plus
02.06.2022,4,97,IronWolf
02.06.2022,6,163,IronWolf
02.06.2022,8,209,IronWolf
02.06.2022,10,270,IronWolf
02.06.2022,12,309,IronWolf
02.06.2022,16,,IronWolf
02.06.2022,4,99,Red Plus
02.06.2022,6,163,Red Plus
02.06.2022,8,222,Red Plus
02.06.2022,10,279,Red Plus
02.06.2022,12,319,Red Plus
02.06.2022,14,339,Red Plus
03.06.2022,4,97,IronWolf
03.06.2022,6,163,IronWolf
03.06.2022,8,209,IronWolf
03.06.2022,10,270,IronWolf
03.06.2022,12,309,IronWolf
03.06.2022,16,,IronWolf
03.06.2022,4,99,Red Plus
03.06.2022,6,163,Red Plus
03.06.2022,8,222,Red Plus
03.06.2022,10,279,Red Plus
03.06.2022,12,319,Red Plus
03.06.2022,14,389,Red Plus
04.06.2022,4,97,IronWolf
04.06.2022,6,163,IronWolf
04.06.2022,8,209,IronWolf
04.06.2022,10,270,IronWolf
04.06.2022,12,309,IronWolf
04.06.2022,16,,IronWolf
04.06.2022,4,99,Red Plus
04.06.2022,6,163,Red Plus
04.06.2022,8,222,Red Plus
04.06.2022,10,279,Red Plus
04.06.2022,12,319,Red Plus
04.06.2022,14,389,Red Plus
05.06.2022,4,97,IronWolf
05.06.2022,6,163,IronWolf
05.06.2022,8,209,IronWolf
05.06.2022,10,270,IronWolf
05.06.2022,12,309,IronWolf
05.06.2022,16,,IronWolf
05.06.2022,4,99,Red Plus
05.06.2022,6,163,Red Plus
05.06.2022,8,222,Red Plus
05.06.2022,10,279,Red Plus
05.06.2022,12,319,Red Plus
05.06.2022,14,389,Red Plus
06.06.2022,4,97,IronWolf
06.06.2022,6,163,IronWolf
06.06.2022,8,209,IronWolf
06.06.2022,10,270,IronWolf
06.06.2022,12,309,IronWolf
06.06.2022,16,,IronWolf
06.06.2022,4,99,Red Plus
06.06.2022,6,163,Red Plus
06.06.2022,8,222,Red Plus
06.06.2022,10,279,Red Plus
06.06.2022,12,319,Red Plus
06.06.2022,14,389,Red Plus
07.06.2022,4,97,IronWolf
07.06.2022,6,163,IronWolf
07.06.2022,8,209,IronWolf
07.06.2022,10,270,IronWolf
07.06.2022,12,309,IronWolf
07.06.2022,16,,IronWolf
07.06.2022,4,99,Red Plus
07.06.2022,6,163,Red Plus
07.06.2022,8,222,Red Plus
07.06.2022,10,279,Red Plus
07.06.2022,12,319,Red Plus
07.06.2022,14,389,Red Plus
08.06.2022,4,85,IronWolf
08.06.2022,6,139,IronWolf
08.06.2022,8,185,IronWolf
08.06.2022,10,239,IronWolf
08.06.2022,12,272,IronWolf
08.06.2022,16,,IronWolf
08.06.2022,4,99,Red Plus
08.06.2022,6,163,Red Plus
08.06.2022,8,228,Red Plus
08.06.2022,10,279,Red Plus
08.06.2022,12,319,Red Plus
08.06.2022,14,389,Red Plus
09.06.2022,4,85,IronWolf
09.06.2022,6,139,IronWolf
09.06.2022,8,185,IronWolf
09.06.2022,10,270,IronWolf
09.06.2022,12,272,IronWolf
09.06.2022,16,,IronWolf
09.06.2022,4,99,Red Plus
09.06.2022,6,163,Red Plus
09.06.2022,8,228,Red Plus
09.06.2022,10,279,Red Plus
09.06.2022,12,319,Red Plus
09.06.2022,14,389,Red Plus
10.06.2022,4,85,IronWolf
10.06.2022,6,139,IronWolf
10.06.2022,8,185,IronWolf
10.06.2022,10,270,IronWolf
10.06.2022,12,309,IronWolf
10.06.2022,16,,IronWolf
10.06.2022,4,99,Red Plus
10.06.2022,6,163,Red Plus
10.06.2022,8,228,Red Plus
10.06.2022,10,279,Red Plus
10.06.2022,12,319,Red Plus
10.06.2022,14,389,Red Plus
11.06.2022,4,85,IronWolf
11.06.2022,6,139,IronWolf
11.06.2022,8,185,IronWolf
11.06.2022,10,270,IronWolf
11.06.2022,12,309,IronWolf
11.06.2022,16,,IronWolf
11.06.2022,4,95,Red Plus
11.06.2022,6,163,Red Plus
11.06.2022,8,221,Red Plus
11.06.2022,10,279,Red Plus
11.06.2022,12,319,Red Plus
11.06.2022,14,339,Red Plus
12.06.2022,4,85,IronWolf
12.06.2022,6,139,IronWolf
12.06.2022,8,209,IronWolf
12.06.2022,10,270,IronWolf
12.06.2022,12,309,IronWolf
12.06.2022,16,,IronWolf
12.06.2022,4,95,Red Plus
12.06.2022,6,163,Red Plus
12.06.2022,8,221,Red Plus
12.06.2022,10,279,Red Plus
12.06.2022,12,319,Red Plus
12.06.2022,14,339,Red Plus
13.06.2022,4,85,IronWolf
13.06.2022,6,139,IronWolf
13.06.2022,8,209,IronWolf
13.06.2022,10,270,IronWolf
13.06.2022,12,309,IronWolf
13.06.2022,16,,IronWolf
13.06.2022,4,95,Red Plus
13.06.2022,6,163,Red Plus
13.06.2022,8,221,Red Plus
13.06.2022,10,279,Red Plus
13.06.2022,12,319,Red Plus
13.06.2022,14,339,Red Plus
14.06.2022,4,85,IronWolf
14.06.2022,6,139,IronWolf
14.06.2022,8,215,IronWolf
14.06.2022,10,270,IronWolf
14.06.2022,12,309,IronWolf
14.06.2022,16,,IronWolf
14.06.2022,4,95,Red Plus
14.06.2022,6,163,Red Plus
14.06.2022,8,221,Red Plus
14.06.2022,10,279,Red Plus
14.06.2022,12,319,Red Plus
14.06.2022,14,339,Red Plus
15.06.2022,4,85,IronWolf
15.06.2022,6,139,IronWolf
15.06.2022,8,215,IronWolf
15.06.2022,10,270,IronWolf
15.06.2022,12,309,IronWolf
15.06.2022,16,,IronWolf
15.06.2022,4,95,Red Plus
15.06.2022,6,144,Red Plus
15.06.2022,8,221,Red Plus
15.06.2022,10,279,Red Plus
15.06.2022,12,319,Red Plus
15.06.2022,14,339,Red Plus
16.06.2022,4,85,IronWolf
16.06.2022,6,163,IronWolf
16.06.2022,8,215,IronWolf
16.06.2022,10,270,IronWolf
16.06.2022,12,309,IronWolf
16.06.2022,16,,IronWolf
16.06.2022,4,95,Red Plus
16.06.2022,6,144,Red Plus
16.06.2022,8,221,Red Plus
16.06.2022,10,279,Red Plus
16.06.2022,12,319,Red Plus
16.06.2022,14,345,Red Plus
17.06.2022,4,97,IronWolf
17.06.2022,6,163,IronWolf
17.06.2022,8,215,IronWolf
17.06.2022,10,270,IronWolf
17.06.2022,12,309,IronWolf
17.06.2022,16,,IronWolf
17.06.2022,4,95,Red Plus
17.06.2022,6,144,Red Plus
17.06.2022,8,221,Red Plus
17.06.2022,10,265,Red Plus
17.06.2022,12,319,Red Plus
17.06.2022,14,345,Red Plus
18.06.2022,4,97,IronWolf
18.06.2022,6,163,IronWolf
18.06.2022,8,215,IronWolf
18.06.2022,10,273,IronWolf
18.06.2022,12,309,IronWolf
18.06.2022,16,,IronWolf
18.06.2022,4,95,Red Plus
18.06.2022,6,144,Red Plus
18.06.2022,8,221,Red Plus
18.06.2022,10,257,Red Plus
18.06.2022,12,319,Red Plus
18.06.2022,14,345,Red Plus
19.06.2022,4,97,IronWolf
19.06.2022,6,163,IronWolf
19.06.2022,8,215,IronWolf
19.06.2022,10,265,IronWolf
19.06.2022,12,309,IronWolf
19.06.2022,16,,IronWolf
19.06.2022,4,95,Red Plus
19.06.2022,6,144,Red Plus
19.06.2022,8,221,Red Plus
19.06.2022,10,257,Red Plus
19.06.2022,12,319,Red Plus
19.06.2022,14,345,Red Plus
20.06.2022,4,97,IronWolf
20.06.2022,6,163,IronWolf
20.06.2022,8,215,IronWolf
20.06.2022,10,265,IronWolf
20.06.2022,12,309,IronWolf
20.06.2022,16,,IronWolf
20.06.2022,4,99,Red Plus
20.06.2022,6,163,Red Plus
20.06.2022,8,221,Red Plus
20.06.2022,10,257,Red Plus
20.06.2022,12,319,Red Plus
20.06.2022,14,345,Red Plus
21.06.2022,4,97,IronWolf
21.06.2022,6,163,IronWolf
21.06.2022,8,215,IronWolf
21.06.2022,10,265,IronWolf
21.06.2022,12,309,IronWolf
21.06.2022,16,,IronWolf
21.06.2022,4,99,Red Plus
21.06.2022,6,163,Red Plus
21.06.2022,8,221,Red Plus
21.06.2022,10,257,Red Plus
21.06.2022,12,319,Red Plus
21.06.2022,14,345,Red Plus
22.06.2022,4,97,IronWolf
22.06.2022,6,163,IronWolf
22.06.2022,8,215,IronWolf
22.06.2022,10,265,IronWolf
22.06.2022,12,309,IronWolf
22.06.2022,16,,IronWolf
22.06.2022,4,99,Red Plus
22.06.2022,6,163,Red Plus
22.06.2022,8,221,Red Plus
22.06.2022,10,257,Red Plus
22.06.2022,12,319,Red Plus
22.06.2022,14,345,Red Plus
23.06.2022,4,97,IronWolf
23.06.2022,6,163,IronWolf
23.06.2022,8,215,IronWolf
23.06.2022,10,265,IronWolf
23.06.2022,12,313,IronWolf
23.06.2022,16,,IronWolf
23.06.2022,4,99,Red Plus
23.06.2022,6,163,Red Plus
23.06.2022,8,221,Red Plus
23.06.2022,10,259,Red Plus
23.06.2022,12,319,Red Plus
23.06.2022,14,345,Red Plus
24.06.2022,4,97,IronWolf
24.06.2022,6,163,IronWolf
24.06.2022,8,215,IronWolf
24.06.2022,10,265,IronWolf
24.06.2022,12,313,IronWolf
24.06.2022,16,,IronWolf
24.06.2022,4,99,Red Plus
24.06.2022,6,148,Red Plus
24.06.2022,8,221,Red Plus
24.06.2022,10,257,Red Plus
24.06.2022,12,319,Red Plus
24.06.2022,14,345,Red Plus
25.06.2022,4,97,IronWolf
25.06.2022,6,163,IronWolf
25.06.2022,8,215,IronWolf
25.06.2022,10,265,IronWolf
25.06.2022,12,307,IronWolf
25.06.2022,16,,IronWolf
25.06.2022,4,99,Red Plus
25.06.2022,6,148,Red Plus
25.06.2022,8,221,Red Plus
25.06.2022,10,257,Red Plus
25.06.2022,12,319,Red Plus
25.06.2022,14,345,Red Plus
26.06.2022,4,97,IronWolf
26.06.2022,6,163,IronWolf
26.06.2022,8,215,IronWolf
26.06.2022,10,265,IronWolf
26.06.2022,12,305,IronWolf
26.06.2022,16,,IronWolf
26.06.2022,4,99,Red Plus
26.06.2022,6,148,Red Plus
26.06.2022,8,221,Red Plus
26.06.2022,10,255,Red Plus
26.06.2022,12,319,Red Plus
26.06.2022,14,345,Red Plus
27.06.2022,4,97,IronWolf
27.06.2022,6,163,IronWolf
27.06.2022,8,215,IronWolf
27.06.2022,10,265,IronWolf
27.06.2022,12,305,IronWolf
27.06.2022,16,,IronWolf
27.06.2022,4,99,Red Plus
27.06.2022,6,148,Red Plus
27.06.2022,8,221,Red Plus
27.06.2022,10,255,Red Plus
27.06.2022,12,319,Red Plus
27.06.2022,14,345,Red Plus
28.06.2022,4,97,IronWolf
28.06.2022,6,163,IronWolf
28.06.2022,8,215,IronWolf
28.06.2022,10,265,IronWolf
28.06.2022,12,305,IronWolf
28.06.2022,16,,IronWolf
28.06.2022,4,93.90,Red Plus
28.06.2022,6,148,Red Plus
28.06.2022,8,221,Red Plus
28.06.2022,10,255,Red Plus
28.06.2022,12,319,Red Plus
28.06.2022,14,333,Red Plus
29.06.2022,4,97,IronWolf
29.06.2022,6,163,IronWolf
29.06.2022,8,215,IronWolf
29.06.2022,10,265,IronWolf
29.06.2022,12,308,IronWolf
29.06.2022,16,,IronWolf
29.06.2022,4,93.90,Red Plus
29.06.2022,6,148,Red Plus
29.06.2022,8,221,Red Plus
29.06.2022,10,257,Red Plus
29.06.2022,12,319,Red Plus
29.06.2022,14,333,Red Plus
30.06.2022,4,97,IronWolf
30.06.2022,6,163,IronWolf
30.06.2022,8,215,IronWolf
30.06.2022,10,265,IronWolf
30.06.2022,12,306,IronWolf
30.06.2022,16,,IronWolf
30.06.2022,4,93.90,Red Plus
30.06.2022,6,148,Red Plus
30.06.2022,8,221,Red Plus
30.06.2022,10,256,Red Plus
30.06.2022,12,319,Red Plus
30.06.2022,14,333,Red Plus
01.07.2022,4,97,IronWolf
01.07.2022,6,163,IronWolf
01.07.2022,8,215,IronWolf
01.07.2022,10,265,IronWolf
01.07.2022,12,304,IronWolf
01.07.2022,16,,IronWolf
01.07.2022,4,93.90,Red Plus
01.07.2022,6,148,Red Plus
01.07.2022,8,221,Red Plus
01.07.2022,10,254,Red Plus
01.07.2022,12,319,Red Plus
01.07.2022,14,333,Red Plus
02.07.2022,4,97,IronWolf
02.07.2022,6,163,IronWolf
02.07.2022,8,215,IronWolf
02.07.2022,10,265,IronWolf
02.07.2022,12,302,IronWolf
02.07.2022,16,,IronWolf
02.07.2022,4,93.90,Red Plus
02.07.2022,6,148,Red Plus
02.07.2022,8,221,Red Plus
02.07.2022,10,253,Red Plus
02.07.2022,12,319,Red Plus
02.07.2022,14,333,Red Plus
03.07.2022,4,89.50,IronWolf
03.07.2022,6,156,IronWolf
03.07.2022,8,215,IronWolf
03.07.2022,10,265,IronWolf
03.07.2022,12,304,IronWolf
03.07.2022,16,,IronWolf
03.07.2022,4,93.90,Red Plus
03.07.2022,6,148,Red Plus
03.07.2022,8,221,Red Plus
03.07.2022,10,253,Red Plus
03.07.2022,12,319,Red Plus
03.07.2022,14,333,Red Plus
04.07.2022,4,89.50,IronWolf
04.07.2022,6,156,IronWolf
04.07.2022,8,215,IronWolf
04.07.2022,10,265,IronWolf
04.07.2022,12,304,IronWolf
04.07.2022,16,,IronWolf
04.07.2022,4,99,Red Plus
04.07.2022,6,148,Red Plus
04.07.2022,8,221,Red Plus
04.07.2022,10,255,Red Plus
04.07.2022,12,319,Red Plus
04.07.2022,14,333,Red Plus
05.07.2022,4,89.50,IronWolf
05.07.2022,6,155,IronWolf
05.07.2022,8,215,IronWolf
05.07.2022,10,265,IronWolf
05.07.2022,12,304,IronWolf
05.07.2022,16,,IronWolf
05.07.2022,4,99,Red Plus
05.07.2022,6,150,Red Plus
05.07.2022,8,221,Red Plus
05.07.2022,10,255,Red Plus
05.07.2022,12,319,Red Plus
05.07.2022,14,333,Red Plus
06.07.2022,4,89.50,IronWolf
06.07.2022,6,154,IronWolf
06.07.2022,8,215,IronWolf
